HostName Worker Sector TaskType StartTime EndTime Duration

ip-172-31-36-231	34a5630d	3	FIN	2021-08-11 01:00:12	2021-08-11 01:00:12	1.956697ms
ip-172-31-36-231	6e482e98	2	GET	2021-08-11 01:00:12	2021-08-11 01:00:12	58.066092ms
ip-172-31-36-231	6e482e98	5	GET	2021-08-11 01:00:12	2021-08-11 01:00:12	40.851702ms
ip-172-31-36-231	6e482e98	4	GET	2021-08-11 01:00:12	2021-08-11 01:00:12	64.076795ms
ip-172-31-36-231	6e482e98	3	GET	2021-08-11 01:00:12	2021-08-11 01:00:13	52.986281ms
ip-172-31-36-231	5bbc67a0	7	C2	2021-08-11 00:59:14	2021-08-11 01:00:44	1m29.962243771s
ip-172-31-36-231	5bbc67a0	6	C2	2021-08-11 00:59:14	2021-08-11 01:00:44	1m29.965714616s
ip-172-31-36-231	34a5630d	7	GET	2021-08-11 01:01:36	2021-08-11 01:01:36	1.462765ms
ip-172-31-36-231	34a5630d	6	GET	2021-08-11 01:01:36	2021-08-11 01:01:36	1.692461ms
ip-172-31-36-231	34a5630d	7	FIN	2021-08-11 01:01:36	2021-08-11 01:01:36	2.216443ms
ip-172-31-36-231	34a5630d	6	FIN	2021-08-11 01:01:36	2021-08-11 01:01:36	2.021369ms
ip-172-31-36-231	6e482e98	7	GET	2021-08-11 01:01:36	2021-08-11 01:01:36	29.220782ms
ip-172-31-36-231	6e482e98	6	GET	2021-08-11 01:01:36	2021-08-11 01:01:36	25.676906ms
